,bank.type,bank.value,website.type,website.value,isin.type,isin.value,viafid.type,viafid.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,gid.type,gid.value,deathyear.datatype,deathyear.type,deathyear.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,owner.type,owner.value,parent.type,parent.value,permid.type,permid.value,lei.type,lei.value
2415,uri,http://www.wikidata.org/entity/Q1991373,uri,http://www.belapb.by,,,,,en,literal,Belagroprom Bank,en,literal,Belarusian state-owned bank,en,literal,Belarus,literal,/g/121cxprw,,,,,,,,,uri,http://www.wikidata.org/entity/Q6487423,,,,
2416,uri,http://www.wikidata.org/entity/Q25227065,,,,,,,en,literal,GN Bank,,,,en,literal,Ghana,literal,/g/11cn3v1c69,,,,,,,,,,,,,,
2417,uri,http://www.wikidata.org/entity/Q4739179,uri,http://www.amalbank.com.gh,,,,,en,literal,AmalBank,en,literal,commercial bank in Ghana,en,literal,Ghana,,,,,,,,,,,,,,,,
2418,uri,http://www.wikidata.org/entity/Q54874868,,,,,,,en,literal,Agricultural Bank Of Egypt,,,,en,literal,Egypt,literal,/g/11f57gsf6f,,,,,,,,,,,,,,
2419,uri,http://www.wikidata.org/entity/Q19604603,,,,,,,en,literal,Universal Merchant Bank,en,literal,ghanan Bank,en,literal,Ghana,,,,,,,,,,,,,,,,
2420,uri,http://www.wikidata.org/entity/Q7876063,uri,http://www.utbankghana.com/,,,,,en,literal,UT Bank,en,literal,former Ghanaian bank,en,literal,Ghana,,,,,,,,,uri,http://www.wikidata.org/entity/Q117,,,,,,
2421,uri,http://www.wikidata.org/entity/Q4477277,,,,,,,en,literal,Ursa bank,it,literal,banca russa,en,literal,Russia,literal,/g/12326cvl,,,,,,,,,,,,,,
2422,uri,http://www.wikidata.org/entity/Q12199339,uri,http://www.hdb-egy.com/,,,,,en,literal,Housing and Development Bank,en,literal,Egyptian bank,en,literal,Egypt,literal,/g/120ht81t,,,,,,,,,,,,,,
2423,uri,http://www.wikidata.org/entity/Q12199358,,,,,,,,literal,Q12199358,,,,en,literal,Egypt,literal,/g/121x_t3q,,,,,,,,,,,,,,
2424,uri,http://www.wikidata.org/entity/Q60825526,uri,https://www.afirme.com,,,literal,147995807,es,literal,Afirme,,,,en,literal,Mexico,literal,/g/11gw2q7m3q,,,,,,,,,,,,,,
2425,uri,http://www.wikidata.org/entity/Q28714724,uri,http://www.scbank.com.eg/Index.aspx,,,,,en,literal,Suez Canal Bank,,,,en,literal,Egypt,literal,/g/11cpprvgnr,,,,,,,,,,,,,,
2426,uri,http://www.wikidata.org/entity/Q4853573,uri,http://www.banregio.com,,,,,en,literal,BanRegio,en,literal,Mexican Banking Group,en,literal,Mexico,,,,,,en,literal,"Banco Regional de Monterrey, BanRegio",,,,,,,literal,54930088R4YQVV0P9F21
2427,uri,http://www.wikidata.org/entity/Q7390038,uri,https://societegenerale.com.gh,,,,,en,literal,Societe Generale Ghana,en,literal,French commercial bank in Ghana,en,literal,Ghana,,,,,,en,literal,SG-SSB,,,,,,,,
2428,uri,http://www.wikidata.org/entity/Q7380570,,,,,,,en,literal,Rural banks in Ghana,,,,en,literal,Ghana,,,,,,,,,,,,,,,,
2429,uri,http://www.wikidata.org/entity/Q28714723,uri,https://ebank.com.eg,,,,,en,literal,EBank,,,,en,literal,Egypt,literal,/g/11cpprtbvy,,,,,,,,,,,,,,
2430,uri,http://www.wikidata.org/entity/Q4854136,uri,http://www.bancomext.com/,,,literal,210722756,en,literal,Bancomext,en,literal,"state-owned bank in Mexico, established in 1937",en,literal,Mexico,,,,,,,,,,,,,,,,
2431,uri,http://www.wikidata.org/entity/Q16628190,uri,https://www.eal-bank.com,,,,,fr,literal,Crédit foncier égyptien,,,,en,literal,Egypt,literal,/g/1z0spb390,,,,,,,,,,,,,,
2432,uri,http://www.wikidata.org/entity/Q4693885,uri,http://agricbank.com/,,,,,en,literal,Agricultural Development Bank of Ghana,en,literal,Ghanaian bank,en,literal,Ghana,,,,,,en,literal,ADB,uri,http://www.wikidata.org/entity/Q16733607,,,,,,
2433,uri,http://www.wikidata.org/entity/Q70087452,,,,,,,en,literal,Bank Of Maharashtra Nilanga branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2434,uri,http://www.wikidata.org/entity/Q70087469,,,,,,,en,literal,Bank Of Maharashtra Kaij branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2435,uri,http://www.wikidata.org/entity/Q70087489,,,,,,,en,literal,Bank Of Maharashtra Dhoregaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2436,uri,http://www.wikidata.org/entity/Q70087498,,,,,,,en,literal,"Bank Of Maharashtra Service Branch, Bangalore branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2437,uri,http://www.wikidata.org/entity/Q70087543,,,,,,,en,literal,Bank Of Maharashtra Madh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2438,uri,http://www.wikidata.org/entity/Q70087554,,,,,,,en,literal,Bank Of Maharashtra Akkalkuwa branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2439,uri,http://www.wikidata.org/entity/Q70087581,,,,,,,en,literal,"Bank Of Maharashtra Yamunanagar, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2440,uri,http://www.wikidata.org/entity/Q70089042,,,,,,,en,literal,Bank Of Maharashtra Bhagalpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2441,uri,http://www.wikidata.org/entity/Q70089063,,,,,,,en,literal,Bank Of Maharashtra Parabda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2442,uri,http://www.wikidata.org/entity/Q70089126,,,,,,,en,literal,Bank Of Maharashtra Takali (pragane) branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2443,uri,http://www.wikidata.org/entity/Q70087438,,,,,,,en,literal,Bank Of Maharashtra Jamb branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2444,uri,http://www.wikidata.org/entity/Q70087481,,,,,,,en,literal,Bank Of Maharashtra Poharegaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2445,uri,http://www.wikidata.org/entity/Q70087509,,,,,,,en,literal,Bank Of Maharashtra Akhegaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2446,uri,http://www.wikidata.org/entity/Q70087544,,,,,,,en,literal,Bank Of Maharashtra Ambavade branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2447,uri,http://www.wikidata.org/entity/Q70087570,,,,,,,en,literal,"Bank Of Maharashtra Hadapsargaon, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2448,uri,http://www.wikidata.org/entity/Q70087574,,,,,,,en,literal,Bank Of Maharashtra Salokhenagar Kolhapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2449,uri,http://www.wikidata.org/entity/Q70087587,,,,,,,en,literal,Bank Of Maharashtra Umarga branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2450,uri,http://www.wikidata.org/entity/Q70087445,,,,,,,en,literal,Bank Of Maharashtra Nimkhedi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2451,uri,http://www.wikidata.org/entity/Q70087449,,,,,,,en,literal,Bank Of Maharashtra Titur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2452,uri,http://www.wikidata.org/entity/Q70087464,,,,,,,en,literal,Bank Of Maharashtra Deolmari branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2453,uri,http://www.wikidata.org/entity/Q70087472,,,,,,,en,literal,Bank Of Maharashtra Kalamgaonganna branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2454,uri,http://www.wikidata.org/entity/Q70087486,,,,,,,en,literal,Bank Of Maharashtra Kaudgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2455,uri,http://www.wikidata.org/entity/Q70087485,,,,,,,en,literal,Bank Of Maharashtra Murud branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2456,uri,http://www.wikidata.org/entity/Q70087516,,,,,,,en,literal,Bank Of Maharashtra Warul branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2457,uri,http://www.wikidata.org/entity/Q70087559,,,,,,,en,literal,Bank Of Maharashtra Nibm Kondhwa Branch branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2458,uri,http://www.wikidata.org/entity/Q70087563,,,,,,,en,literal,Bank Of Maharashtra Service Branch-kolkata branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2459,uri,http://www.wikidata.org/entity/Q70087566,,,,,,,en,literal,Bank Of Maharashtra Majerewadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2460,uri,http://www.wikidata.org/entity/Q70087568,,,,,,,en,literal,Bank Of Maharashtra Twin Solapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2461,uri,http://www.wikidata.org/entity/Q70088989,,,,,,,en,literal,Bank Of Maharashtra Kasarvadavali branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2462,uri,http://www.wikidata.org/entity/Q70088993,,,,,,,en,literal,Bank Of Maharashtra Karanja Lad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2463,uri,http://www.wikidata.org/entity/Q70089013,,,,,,,en,literal,Bank Of Maharashtra Chopada branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2464,uri,http://www.wikidata.org/entity/Q70089034,,,,,,,en,literal,Bank Of Maharashtra New Panvel branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2465,uri,http://www.wikidata.org/entity/Q70089120,,,,,,,en,literal,Bank Of Maharashtra Kathora Budruk branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2466,uri,http://www.wikidata.org/entity/Q70089131,,,,,,,en,literal,Bank Of Maharashtra Vadgaon Nimbalkar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2467,uri,http://www.wikidata.org/entity/Q70089081,,,,,,,en,literal,Bank Of Maharashtra Devrukh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2468,uri,http://www.wikidata.org/entity/Q70089088,,,,,,,en,literal,Bank Of Maharashtra Kokamthan branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2469,uri,http://www.wikidata.org/entity/Q70089097,,,,,,,en,literal,Bank Of Maharashtra Aurangabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2470,uri,http://www.wikidata.org/entity/Q70089100,,,,,,,en,literal,Bank Of Maharashtra Mohammadwadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2471,uri,http://www.wikidata.org/entity/Q70089123,,,,,,,en,literal,Bank Of Maharashtra Gargoti branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2472,uri,http://www.wikidata.org/entity/Q70089135,,,,,,,en,literal,Bank Of Maharashtra Arni branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2473,uri,http://www.wikidata.org/entity/Q70089142,,,,,,,en,literal,Bank Of Maharashtra Nideban branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2474,uri,http://www.wikidata.org/entity/Q70087459,,,,,,,en,literal,Bank Of Maharashtra Jalgaon Kade Pathar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2475,uri,http://www.wikidata.org/entity/Q70087461,,,,,,,en,literal,Bank Of Maharashtra Malewadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2476,uri,http://www.wikidata.org/entity/Q70087495,,,,,,,en,literal,Bank Of Maharashtra Malwadgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2477,uri,http://www.wikidata.org/entity/Q70087515,,,,,,,en,literal,Bank Of Maharashtra Navli branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2478,uri,http://www.wikidata.org/entity/Q70087513,,,,,,,en,literal,Bank Of Maharashtra Malegaon Makta branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2479,uri,http://www.wikidata.org/entity/Q70087538,,,,,,,en,literal,Bank Of Maharashtra Dehne branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2480,uri,http://www.wikidata.org/entity/Q70087539,,,,,,,en,literal,Bank Of Maharashtra Saiwan branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2481,uri,http://www.wikidata.org/entity/Q70087552,,,,,,,en,literal,"Bank Of Maharashtra Balewadi , Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2482,uri,http://www.wikidata.org/entity/Q70088981,,,,,,,en,literal,Bank Of Maharashtra Carapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2483,uri,http://www.wikidata.org/entity/Q70088991,,,,,,,en,literal,Bank Of Maharashtra Agartala branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2484,uri,http://www.wikidata.org/entity/Q70088997,,,,,,,en,literal,Bank Of Maharashtra Vanasthalipuram branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2485,uri,http://www.wikidata.org/entity/Q70089027,,,,,,,en,literal,"Bank Of Maharashtra Vikaspuri, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2486,uri,http://www.wikidata.org/entity/Q70089047,,,,,,,en,literal,Bank Of Maharashtra Malda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2487,uri,http://www.wikidata.org/entity/Q70089070,,,,,,,en,literal,Bank Of Maharashtra Karanjwan branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2488,uri,http://www.wikidata.org/entity/Q70089084,,,,,,,en,literal,Bank Of Maharashtra Indrayaninagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2489,uri,http://www.wikidata.org/entity/Q70087522,uri,https://bankofmaharashtra.in/,,,,,en,literal,Bank Of Maharashtra Benikheda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2490,uri,http://www.wikidata.org/entity/Q70087565,uri,https://bankofmaharashtra.in/,,,,,en,literal,Bank Of Maharashtra Rajahmundry branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2491,uri,http://www.wikidata.org/entity/Q70087442,,,,,,,en,literal,Bank Of Maharashtra Varvand branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2492,uri,http://www.wikidata.org/entity/Q70087588,,,,,,,en,literal,"Bank Of Maharashtra Sanjivani Nagar , Jabalpur branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2493,uri,http://www.wikidata.org/entity/Q70089002,,,,,,,en,literal,Bank Of Maharashtra Jogeshwari West branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2494,uri,http://www.wikidata.org/entity/Q70089006,,,,,,,en,literal,Bank Of Maharashtra Mathura branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2495,uri,http://www.wikidata.org/entity/Q70089059,,,,,,,en,literal,Bank Of Maharashtra Ambur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2496,uri,http://www.wikidata.org/entity/Q70089092,,,,,,,en,literal,Bank Of Maharashtra Shevgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2497,uri,http://www.wikidata.org/entity/Q70089114,,,,,,,en,literal,Bank Of Maharashtra Dapoli branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2498,uri,http://www.wikidata.org/entity/Q70089119,,,,,,,en,literal,Bank Of Maharashtra Karanja Ghadge branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2499,uri,http://www.wikidata.org/entity/Q70089116,,,,,,,en,literal,Bank Of Maharashtra Shrigonda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2500,uri,http://www.wikidata.org/entity/Q70089145,,,,,,,en,literal,Bank Of Maharashtra Adgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2501,uri,http://www.wikidata.org/entity/Q70087441,,,,,,,en,literal,Bank Of Maharashtra Warud Budruk branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2502,uri,http://www.wikidata.org/entity/Q70087455,,,,,,,en,literal,Bank Of Maharashtra Shirbhavi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2503,uri,http://www.wikidata.org/entity/Q70087466,,,,,,,en,literal,Bank Of Maharashtra Chora branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2504,uri,http://www.wikidata.org/entity/Q70087526,,,,,,,en,literal,Bank Of Maharashtra Karla branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2505,uri,http://www.wikidata.org/entity/Q70087533,,,,,,,en,literal,"Bank Of Maharashtra Lokhandwala, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2506,uri,http://www.wikidata.org/entity/Q70087541,,,,,,,en,literal,Bank Of Maharashtra Agashi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2507,uri,http://www.wikidata.org/entity/Q70087577,,,,,,,en,literal,Bank Of Maharashtra Palimeta branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2508,uri,http://www.wikidata.org/entity/Q70089001,,,,,,,en,literal,Bank Of Maharashtra Ghatkopar (west) branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2509,uri,http://www.wikidata.org/entity/Q70089017,,,,,,,en,literal,Bank Of Maharashtra Aizawl branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2510,uri,http://www.wikidata.org/entity/Q70089022,,,,,,,en,literal,Bank Of Maharashtra Rajura branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2511,uri,http://www.wikidata.org/entity/Q70089030,,,,,,,en,literal,Bank Of Maharashtra Hazaribagh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2512,uri,http://www.wikidata.org/entity/Q70089025,,,,,,,en,literal,Bank Of Maharashtra Ravet branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2513,uri,http://www.wikidata.org/entity/Q70089055,,,,,,,en,literal,Bank Of Maharashtra Mira Road - East branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2514,uri,http://www.wikidata.org/entity/Q70089061,,,,,,,en,literal,Bank Of Maharashtra Thirunelveli branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2515,uri,http://www.wikidata.org/entity/Q70089095,,,,,,,en,literal,Bank Of Maharashtra Chhapra branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2516,uri,http://www.wikidata.org/entity/Q70089107,,,,,,,en,literal,Bank Of Maharashtra Dudhiya branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2517,uri,http://www.wikidata.org/entity/Q70087490,,,,,,,en,literal,Bank Of Maharashtra Korai (raisingpur) branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2518,uri,http://www.wikidata.org/entity/Q70087493,,,,,,,en,literal,Bank Of Maharashtra Kosamtondi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2519,uri,http://www.wikidata.org/entity/Q70087507,,,,,,,en,literal,Bank Of Maharashtra Khairagarh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2520,uri,http://www.wikidata.org/entity/Q70087531,,,,,,,en,literal,Bank Of Maharashtra Vadeshwar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2521,uri,http://www.wikidata.org/entity/Q70087550,,,,,,,en,literal,Bank Of Maharashtra Perimili branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2522,uri,http://www.wikidata.org/entity/Q70089014,,,,,,,en,literal,Bank Of Maharashtra Rourkela branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2523,uri,http://www.wikidata.org/entity/Q70089074,,,,,,,en,literal,Bank Of Maharashtra Babhaleshwar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2524,uri,http://www.wikidata.org/entity/Q70089128,,,,,,,en,literal,Bank Of Maharashtra Bawada branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2525,uri,http://www.wikidata.org/entity/Q70087478,,,,,,,en,literal,Bank Of Maharashtra Yellambghat branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2526,uri,http://www.wikidata.org/entity/Q70087504,,,,,,,en,literal,Bank Of Maharashtra Shivale branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2527,uri,http://www.wikidata.org/entity/Q70087519,,,,,,,en,literal,Bank Of Maharashtra Bhamragad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2528,uri,http://www.wikidata.org/entity/Q70087583,,,,,,,en,literal,Bank Of Maharashtra V C Latur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2529,uri,http://www.wikidata.org/entity/Q70088995,,,,,,,en,literal,Bank Of Maharashtra Muzaffarnagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2530,uri,http://www.wikidata.org/entity/Q70089038,,,,,,,en,literal,Bank Of Maharashtra Kharagpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2531,uri,http://www.wikidata.org/entity/Q70089066,,,,,,,en,literal,Bank Of Maharashtra Khedgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2532,uri,http://www.wikidata.org/entity/Q70089103,,,,,,,en,literal,Bank Of Maharashtra Bhicholi Mardana branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2533,uri,http://www.wikidata.org/entity/Q5453108,,,,,literal,267392588,en,literal,First Interstate Bancorp,en,literal,bank holding company,en,literal,United States of America,,,http://www.w3.org/2001/XMLSchema#integer,literal,1996,,,,,,,,,,,
2534,uri,http://www.wikidata.org/entity/Q1973445,,,,,literal,131804560,en,literal,LaSalle Bank,en,literal,former bank corporation headquartered in Chicago,en,literal,United States of America,,,http://www.w3.org/2001/XMLSchema#integer,literal,2008,en,literal,"LaSalle Bank Corporation, LaSalle Bank Midwest N.A., LaSalle National Bank",,,,,,,,
2535,uri,http://www.wikidata.org/entity/Q13434541,,,,,,,,literal,Q13434541,,,,en,literal,Belgium,,,,,,,,,,,,,,,,
2536,uri,http://www.wikidata.org/entity/Q3312,uri,http://www.piraeusbank.gr/,literal,GRS014003008,literal,124182012,en,literal,Piraeus Bank,en,literal,Greek financial services company,en,literal,Greece,,,,,,en,literal,"Piraeus Bank Group, Winbank",,,,,,,literal,M6AD1Y1KW32H8THQ6F76
2537,uri,http://www.wikidata.org/entity/Q416624,uri,http://www.akbank.com/,literal,TRAAKBNK91N6,literal,153052315,en,literal,Akbank,en,literal,Turkish private sector bank,en,literal,Turkey,,,,,,fr,literal,Akbank TAS,,,,,,,,
2538,uri,http://www.wikidata.org/entity/Q5569314,uri,https://www.gfnational.com/,,,,,en,literal,Glens Falls National Bank,,,,en,literal,United States of America,,,,,,en,literal,"Glens Falls Bank, Glens Falls National Bank and Trust Company",uri,http://www.wikidata.org/entity/Q58606588,,,,,,
2539,uri,http://www.wikidata.org/entity/Q5457038,uri,http://www.flagstar.com/,,,,,en,literal,Flagstar Bank,en,literal,American bank,en,literal,United States of America,,,,,,,,,,,,,,,,
2540,uri,http://www.wikidata.org/entity/Q4039966,uri,https://www.republicghana.com/,,,,,en,literal,Republic Bank Ghana Limited,en,literal,bank in Ghana,en,literal,Ghana,,,,,,en,literal,"hfc Bank, Home Finance Company, Republic Bank",,,,,,,,
2541,uri,http://www.wikidata.org/entity/Q580829,uri,http://www.tcmb.gov.tr,,,literal,131401865,en,literal,Central Bank of the Republic of Turkey,en,literal,central bank of Turkey,en,literal,Turkey,,,,,,en,literal,"CBRT, Central Bank of Turkey",,,,,literal,5000010781,,
2542,uri,http://www.wikidata.org/entity/Q5522321,,,,,,,en,literal,Garden State National Bank,,,,en,literal,United States of America,,,,,,,,,,,,,,,,
2543,uri,http://www.wikidata.org/entity/Q1442804,uri,https://www.unionbank.com/,,,literal,132871859,en,literal,MUFG Union Bank,en,literal,American full-service banking group,en,literal,United States of America,,,,,,en,literal,"Union Bank, MUFG Union Bank, N.A, Union Bank of California, UnionBank",,,,,,,,
2544,uri,http://www.wikidata.org/entity/Q322962,uri,http://www.garanti.com.tr/tr/,,,literal,141248415,en,literal,Garanti BBVA,en,literal,Turkish foreign capital private sector bank,en,literal,Turkey,,,,,,en,literal,Garanti Bankası,uri,http://www.wikidata.org/entity/Q806189,uri,http://www.wikidata.org/entity/Q806189,,,,
2545,uri,http://www.wikidata.org/entity/Q322962,uri,http://www.garantibank.com/,,,literal,141248415,en,literal,Garanti BBVA,en,literal,Turkish foreign capital private sector bank,en,literal,Turkey,,,,,,en,literal,Garanti Bankası,uri,http://www.wikidata.org/entity/Q806189,uri,http://www.wikidata.org/entity/Q806189,,,,
2546,uri,http://www.wikidata.org/entity/Q322962,uri,http://www.garanti.com.tr/tr/,,,literal,141248415,en,literal,Garanti BBVA,en,literal,Turkish foreign capital private sector bank,en,literal,Turkey,,,,,,en,literal,Garanti Bankası,uri,http://www.wikidata.org/entity/Q1253703,uri,http://www.wikidata.org/entity/Q806189,,,,
2547,uri,http://www.wikidata.org/entity/Q322962,uri,http://www.garantibank.com/,,,literal,141248415,en,literal,Garanti BBVA,en,literal,Turkish foreign capital private sector bank,en,literal,Turkey,,,,,,en,literal,Garanti Bankası,uri,http://www.wikidata.org/entity/Q1253703,uri,http://www.wikidata.org/entity/Q806189,,,,
2548,uri,http://www.wikidata.org/entity/Q379938,uri,http://www.bawagpsk.com/,literal,AT0000BAWAG2,literal,180923519,en,literal,BAWAG P.S.K.,en,literal,Austrian bank,en,literal,Austria,,,,,,,,,,,,,,,literal,529900ICA8XQYGIKR372
2549,uri,http://www.wikidata.org/entity/Q5452287,,,,,,,en,literal,First American Bank,it,literal,banca statunitense,en,literal,United States of America,,,,,,,,,,,,,,,,
2550,uri,http://www.wikidata.org/entity/Q679985,uri,http://www.emporiki.gr,,,literal,132606949,en,literal,Emporiki Bank,en,literal,Greek bank,en,literal,Greece,,,,,,en,literal,"Commercial bank of Greece, Emporike Trapeza tes Hellados, Emporiki Trapeza",,,uri,http://www.wikidata.org/entity/Q747394,,,,
2551,uri,http://www.wikidata.org/entity/Q5452735,,,,,,,en,literal,First Citizens Bank of South Carolina,,,,en,literal,United States of America,,,,,,,,,,,,,,,,
2552,uri,http://www.wikidata.org/entity/Q5453249,uri,https://www.atlanticunionbank.com/,,,,,en,literal,Atlantic Union Bank,en,literal,Virginia-based retail bank with branches in Maryland and North Carolina,en,literal,United States of America,,,,,,en,literal,"atlantic union bank, first market bank, markel corporation, national commerce bancorporation, stellarone, ukrop's food group, union bank & trust, union bankshares, union first market bank",,,,,,,,
